City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,talaya,61.3833,152.75,-8.92,81,84,3.96,RU,1680211249
287,anloga,5.7947,0.8973,28.25,79,54,4.08,GH,1680211249
288,asau,46.4333,26.4,3.51,63,77,2.89,RO,1680211249
289,sulangan,11.1373,123.7228,26.89,78,100,4.9,PH,1680211249
290,nenjiang,49.1833,125.2167,3.06,55,2,1.69,CN,1680211249
291,rawson,-43.3002,-65.1023,9.23,79,100,13.19,AR,1680211249
292,lompoc,34.6391,-120.4579,15.29,68,20,7.2,US,1680210769
293,zdvinsk,54.7021,78.661,-8.36,89,8,3.68,RU,1680211249
294,wajir,1.7471,40.0573,31.65,43,94,2.41,KE,1680211249
295,ukiah,39.1502,-123.2078,15.24,62,100,2.68,US,1680211249
296,mackay,-21.15,149.2,26.49,86,60,2.97,AU,1680211177
297,mount isa,-20.7333,139.5,22.87,33,10,4.12,AU,1680211250
298,beloha,-25.1667,45.05,21.19,92,19,2.25,MG,1680211250
299,channel-port aux basques,47.5702,-59.1367,0.37,85,41,5.39,CA,1680211250
300,antalaha,-14.9003,50.2788,24.42,88,72,3.09,MG,1680211250
301,araouane,18.9048,-3.5265,28.06,8,0,4.94,ML,1680211250
302,pingyin,36.2831,116.4453,9.64,56,100,3.33,CN,1680211250
303,banda aceh,5.5577,95.3222,26.31,79,99,1.6,ID,1680211250
304,sibolga,1.7427,98.7792,23.51,85,100,1.45,ID,1680211250
305,kajiado,-1.8524,36.7768,16.77,80,93,5.73,KE,1680211250
306,kisangani,0.5167,25.2,21.07,98,100,2.33,CD,1680211250
307,barahona,18.2085,-71.1008,29.9,54,20,8.23,DO,1680211251
308,tuatapere,-46.1333,167.6833,8.68,77,23,1.85,NZ,1680211251
309,puerto escondido,15.85,-97.0667,31.46,66,0,6.17,MX,1680211251
310,lavrentiya,65.5833,-171.0,-7.62,76,100,4.21,RU,1680211251
311,taoudenni,22.6783,-3.9836,28.55,8,0,6.31,ML,1680211251
312,balod,20.73,81.2047,28.79,42,34,6.01,IN,1680211251
313,krasnogorskiy,54.6025,61.231,-5.64,89,48,4.02,RU,1680211251
314,farafenni,13.5667,-15.6,29.29,31,0,5.38,GM,1680211251
315,matagami,49.7502,-77.6328,-0.94,37,100,4.63,CA,1680211251
316,innisfail,-17.5333,146.0333,21.77,84,6,1.39,AU,1680211251
317,almas,46.2833,22.2333,7.26,80,100,2.33,RO,1680211251
318,hami,42.8,93.45,11.89,20,28,4.47,CN,1680211252
319,saint-augustin,51.226,-58.6502,0.02,80,79,4.12,CA,1680211252
320,kirishi,59.4471,32.0205,-6.93,96,87,1.48,RU,1680211252
321,jiexiu,37.0244,111.9125,12.12,33,100,1.58,CN,1680211252
322,hofn,64.2539,-15.2082,7.42,95,100,11.23,IS,1680211252
323,sao felix do xingu,-6.6447,-51.995,25.56,91,55,0.99,BR,1680211252
324,kodiak,57.79,-152.4072,2.73,87,100,7.2,US,1680211252
325,orlik,52.5178,99.825,-3.58,85,91,2.26,RU,1680211252
326,umtata,-31.5889,28.7844,12.91,85,65,0.2,ZA,1680211253
327,wuan,31.6836,112.0044,12.68,70,5,0.67,CN,1680211253
328,sorland,67.667,12.6934,1.92,56,82,11.48,NO,1680211253
329,hermagor,46.6272,13.3672,7.75,97,100,1.11,AT,1680211253
330,atar,20.5169,-13.0499,32.59,12,96,3.39,MR,1680211253
331,vicosa,-20.7539,-42.8819,21.65,77,70,2.0,BR,1680211253
332,amahai,-3.3333,128.9167,25.46,81,92,1.41,ID,1680211253
333,sept-iles,50.2001,-66.3821,-0.53,94,100,3.6,CA,1680211021
334,pemagatsel,27.0319,91.4266,10.04,75,18,1.85,BT,1680211253
335,sabang,5.8933,95.3214,27.61,74,98,1.21,ID,1680211253
336,caravelas,-17.7125,-39.2481,25.67,75,3,3.23,BR,1680211254
337,wagga wagga,-35.1167,147.3667,9.78,81,13,1.57,AU,1680211254
338,komsomolskiy,40.4272,71.7189,14.4,67,100,1.03,UZ,1680211254
339,los llanos de aridane,28.6585,-17.9182,25.86,15,0,5.14,ES,1680211254
340,shumskiy,54.8318,99.1328,-6.02,78,100,5.8,RU,1680211255
341,rincon,32.296,-81.2354,20.98,46,0,5.14,US,1680211255
342,nabire,-3.3667,135.4833,23.72,92,100,0.98,ID,1680211255
343,vanimo,-2.6741,141.3028,24.93,88,99,2.22,PG,1680211255
344,rosarito,32.3333,-117.0333,15.82,70,40,6.61,MX,1680211255
345,roma,43.2128,-75.4557,2.43,45,0,6.17,US,1680211203
346,bukene,-4.2333,32.8833,17.71,95,91,1.23,TZ,1680211256
347,monastyrshchina,54.3496,31.838,-2.5,92,14,1.88,RU,1680211256
348,iqaluit,63.7506,-68.5145,-16.15,77,20,0.0,CA,1680211256
349,olafsvik,64.8945,-23.7142,2.99,83,69,6.08,IS,1680211256
350,nandurbar,21.3667,74.25,23.43,72,11,6.35,IN,1680210741
351,supe,-10.8,-77.7333,25.86,73,72,4.03,PE,1680211256
352,porto walter,-8.2686,-72.7439,27.92,86,100,0.82,BR,1680211256
353,santa isabel,-23.3156,-46.2214,28.61,87,47,0.99,BR,1680211256
354,ambulu,-8.345,113.6058,23.79,89,98,1.25,ID,1680211256
355,nuuk,64.1835,-51.7216,-4.66,46,0,6.71,GL,1680211256
356,presidencia roque saenz pena,-26.7852,-60.4388,33.65,44,37,2.74,AR,1680211257
357,a coruna,43.3713,-8.396,16.61,79,40,7.6,ES,1680210992
358,colombo,6.9319,79.8478,26.02,85,27,1.8,LK,1680211258
359,the valley,18.217,-63.0578,27.12,69,40,6.17,AI,1680211258
360,bandarbeyla,9.4942,50.8122,26.93,73,3,2.98,SO,1680211258
361,gizo,-8.103,156.8419,27.6,75,91,1.53,SB,1680211259
362,yar-sale,66.8333,70.8333,-19.6,100,99,3.36,RU,1680211259
363,am timan,11.0297,20.2827,31.97,14,93,2.21,TD,1680211259
364,bima,-8.4667,118.7167,23.95,93,100,0.82,ID,1680211259
365,ilulissat,69.2167,-51.1,-14.99,78,1,2.06,GL,1680211259
366,coquimbo,-29.9533,-71.3436,17.85,77,0,5.66,CL,1680211022
367,faya,18.3851,42.4509,16.06,73,6,2.95,SA,1680211259
368,sakakah,29.9697,40.2064,14.76,40,0,7.37,SA,1680211259
369,bandundu,-3.3167,17.3667,21.49,98,100,1.64,CD,1680211260
370,banyo,6.75,11.8167,22.85,37,18,2.03,CM,1680211260
371,jacqueville,5.2052,-4.4146,27.2,83,75,4.81,CI,1680211261
372,kibre mengist,5.8833,38.9833,14.97,93,52,1.11,ET,1680211261
373,hvide sande,56.0045,8.1294,7.27,98,100,7.84,DK,1680211261
374,praia,14.9215,-23.5087,23.3,73,0,4.12,CV,1680211261
375,saldanha,-33.0117,17.9442,16.03,82,46,9.75,ZA,1680211261
376,lander,42.833,-108.7307,3.22,68,40,2.06,US,1680211262
377,hay river,60.8156,-115.7999,-11.02,61,75,7.72,CA,1680211073
378,kondol,52.8189,45.058,6.81,93,88,3.75,RU,1680211262
379,xai-xai,-25.0519,33.6442,23.51,87,40,3.69,MZ,1680211262
380,xinxiang,35.3089,113.8672,11.15,81,100,0.93,CN,1680211262
381,port-gentil,-0.7193,8.7815,26.98,83,20,2.06,GA,1680211262
382,istisu,40.9457,48.0738,5.37,77,100,1.74,AZ,1680211263
383,lata,40.1629,-8.3327,12.41,89,100,1.72,PT,1680211263
384,mecca,21.4267,39.8261,24.28,42,27,3.49,SA,1680211046
385,jaynagar-majilpur,22.1758,88.4178,24.83,83,9,4.32,IN,1680211263
386,karasjok,69.4719,25.5112,-7.53,96,100,4.02,NO,1680211263
387,upernavik,72.7868,-56.1549,-26.65,92,39,3.35,GL,1680211263
388,tiarei,-17.5333,-149.3333,31.01,75,100,3.27,PF,1680211263
389,poronaysk,49.2167,143.1167,-0.17,98,100,3.12,RU,1680211264
390,neyshabur,36.2133,58.7958,16.83,29,4,0.05,IR,1680211264
391,srednekolymsk,67.45,153.6833,-12.35,95,100,2.85,RU,1680211264
392,thessalon,46.2501,-83.5666,2.16,58,94,6.4,CA,1680211264
393,pingliang,35.5392,106.6861,6.63,73,6,0.97,CN,1680211265
394,pangai,-19.8,-174.35,28.06,89,20,3.09,TO,1680211265
395,kristiinankaupunki,62.2743,21.376,-3.2,71,48,3.9,FI,1680211265
396,terre haute,39.4667,-87.4139,18.87,40,0,6.17,US,1680210800
397,santa cruz,-17.8,-63.1667,32.7,58,75,4.63,BO,1680210878
398,vargashi,55.3556,65.8467,-6.36,84,5,3.64,RU,1680211265
399,taikang,46.8333,124.4167,6.42,42,2,1.07,CN,1680211266
400,te anau,-45.4167,167.7167,12.55,66,93,0.61,NZ,1680211266
401,sikonge,-5.6333,32.7667,18.08,93,48,1.59,TZ,1680211266
402,general roca,-39.0333,-67.5833,22.57,21,33,10.25,AR,1680211266
403,okato,-39.2,173.8833,16.06,100,65,4.89,NZ,1680211267
404,alice,27.7523,-98.0697,27.85,67,75,11.32,US,1680211267
405,kazerun,29.6195,51.6541,16.95,50,77,0.35,IR,1680211267
406,bonthe,7.5264,-12.505,26.39,80,86,2.03,SL,1680211267
407,bogande,12.9714,-0.1436,30.25,8,11,3.87,BF,1680211267
408,cotonou,6.3654,2.4183,28.99,84,20,5.14,BJ,1680211268
409,diego de almagro,-26.3667,-70.05,22.34,41,0,3.61,CL,1680211268
410,darhan,49.4867,105.9228,5.73,39,75,3.94,MN,1680211268
411,fermoy,52.1358,-8.2758,9.84,97,100,4.5,IE,1680211268
412,guanare,9.0418,-69.7421,27.01,54,75,1.54,VE,1680211268
413,plettenberg bay,-34.0527,23.3716,14.79,88,3,2.02,ZA,1680211268
414,mount darwin,-16.7725,31.5838,18.55,90,67,2.03,ZW,1680211268
415,tarko-sale,64.9225,77.785,-24.48,98,7,3.88,RU,1680211268
416,dingle,10.9995,122.6711,24.09,92,87,3.09,PH,1680211268
417,serenje,-13.2325,30.2352,16.87,97,100,1.88,ZM,1680211269
418,nhulunbuy,-12.2333,136.7667,26.34,89,75,2.06,AU,1680211269
419,zyryanka,65.75,150.85,-11.4,91,100,5.03,RU,1680211269
420,sandwick,60.0,-1.25,6.9,100,100,3.09,GB,1680211269
421,terrenate,19.4833,-97.9167,22.26,23,78,3.18,MX,1680211269
422,tala,30.6803,30.9429,8.29,59,5,2.49,EG,1680211154
423,egvekinot,66.3167,-179.1667,-14.19,86,36,0.66,RU,1680211269
424,motema,8.6,-11.0333,21.74,89,95,1.73,SL,1680211269
425,tanout,14.9709,8.8879,26.14,9,92,5.22,NE,1680211270
426,bowen,-20.0167,148.2333,24.95,86,65,0.67,AU,1680211270
427,kurumkan,54.3,110.3,0.78,87,42,1.49,RU,1680211270
428,gidam,18.9833,81.4,24.91,69,0,1.04,IN,1680211270
429,makat,47.6469,53.3463,16.99,51,100,7.77,KZ,1680211270
430,iguai,-14.7564,-40.0892,24.08,61,0,2.65,BR,1680211206
431,liverpool,53.4106,-2.9779,11.47,84,75,4.12,GB,1680211163
432,san cristobal,7.7669,-72.225,25.1,55,56,2.02,VE,1680211270
433,begamganj,23.6,78.3333,24.08,42,100,3.87,IN,1680211270
434,verkhnyaya toyma,62.2349,44.9985,2.22,98,100,3.9,RU,1680211270
435,lesosibirsk,58.2358,92.4828,-10.89,94,97,2.14,RU,1680211270
436,nuevitas,21.5453,-77.2644,27.5,57,0,5.31,CU,1680211271
437,thanh hoa,19.8,105.7667,20.8,90,100,0.97,VN,1680211271
438,treinta y tres,-33.2333,-54.3833,19.08,95,100,3.3,UY,1680211271
439,tarakan,3.3,117.6333,24.72,94,75,1.03,ID,1680211271
440,matamoros,25.5333,-103.25,34.06,8,75,2.57,MX,1680210978
441,manali,13.1667,80.2667,28.05,85,47,4.39,IN,1680211271
442,kholm,59.2667,32.85,-7.08,96,91,1.57,RU,1680211271
443,luwuk,-0.9516,122.7875,25.16,82,100,1.52,ID,1680211271
444,ratnagiri,16.9833,73.3,23.34,81,6,1.64,IN,1680211139
445,howard springs,-12.497,131.047,24.95,92,100,1.09,AU,1680211271
446,palmer,42.1584,-72.3287,5.04,26,20,6.17,US,1680211120
447,elat,29.5581,34.9482,13.91,41,40,4.12,IL,1680211271
448,kavaratti,10.5669,72.642,27.11,70,18,3.56,IN,1680211271
449,ngunguru,-35.6167,174.5,14.48,64,12,1.16,NZ,1680211272
450,chilca,-12.5211,-76.7372,24.89,77,54,2.88,PE,1680211272
451,hobyo,5.3505,48.5268,27.8,74,37,4.54,SO,1680211272
452,alofi,-19.0595,-169.9187,28.94,79,40,3.09,NU,1680211272
453,codrington,-38.2667,141.9667,13.82,73,100,3.23,AU,1680211272
454,grindavik,63.8424,-22.4338,5.97,93,75,4.12,IS,1680211272
455,lima,-12.0432,-77.0282,27.14,61,0,6.17,PE,1680210990
456,solton,52.8429,86.4787,-6.69,88,85,2.66,RU,1680211272
457,winnemucca,40.973,-117.7357,7.03,42,75,7.2,US,1680211152
458,lesnoye,58.2841,35.5158,-5.84,96,9,0.26,RU,1680211272
459,bangassou,4.7413,22.8184,23.03,87,100,1.94,CF,1680211272
460,laguna,38.421,-121.4238,15.8,59,100,3.6,US,1680211273
461,gao,16.6362,1.637,26.78,6,0,5.94,ML,1680211273
462,moron,-34.6534,-58.6198,22.19,75,80,4.03,AR,1680211273
463,kyra,49.5776,111.9753,-0.79,76,4,0.58,RU,1680211273
464,hazorasp,41.3194,61.0742,15.91,30,1,4.53,UZ,1680211273
465,great falls,47.5002,-111.3008,-0.74,94,100,2.06,US,1680211116
466,tooele,40.5308,-112.2983,3.93,70,99,2.67,US,1680210514
467,tabou,4.423,-7.3528,26.46,86,100,2.71,CI,1680211273
468,bulawayo,-20.15,28.5833,17.46,83,64,3.9,ZW,1680211273
469,japura,-0.3167,102.35,22.63,98,99,0.67,ID,1680211273
470,tchollire,8.4022,14.1698,31.25,17,43,1.26,CM,1680211274
471,fougeres,48.35,-1.2,10.92,93,100,10.12,FR,1680211274
472,penarth,51.4394,-3.1761,11.18,92,75,7.72,GB,1680211274
473,la palma,33.8464,-118.0467,16.35,61,75,3.6,US,1680211274
474,bariadi,-2.8,33.9833,17.56,95,89,0.12,TZ,1680211274
475,puyo,-1.4667,-77.9833,25.58,69,40,1.03,EC,1680211274
476,mozarlandia,-14.7447,-50.5706,27.46,66,35,0.87,BR,1680211274
477,domoni,-12.2569,44.5319,26.09,86,100,0.93,KM,1680211274
478,fandriana,-20.2333,47.3833,17.93,95,100,1.31,MG,1680211274
479,chicama,-7.8447,-79.1469,27.3,55,72,5.67,PE,1680211274
480,sumenep,-7.0167,113.8667,24.57,88,100,3.27,ID,1680211274
481,yuncheng,35.0231,110.9928,11.86,47,65,3.94,CN,1680211274
482,klyuchi,52.2667,79.1667,-3.26,63,6,3.64,RU,1680211274
483,weligama,5.9667,80.4167,24.48,90,18,1.17,LK,1680211275
484,altagracia de orituco,9.8601,-66.3814,28.58,51,81,2.56,VE,1680211275
485,tecoanapa,16.5167,-98.75,34.9,37,40,5.32,MX,1680211268
486,royan,45.6285,-1.0281,14.35,71,100,6.99,FR,1680211190
487,caracoli,6.4119,-74.7606,26.45,90,96,1.81,CO,1680211275
488,gorontalo,0.5412,123.0595,23.54,95,100,1.4,ID,1680211275
489,sindou,10.6667,-5.1667,31.15,29,83,0.43,BF,1680211275
490,zhaotong,27.3167,103.7167,9.55,87,100,1.52,CN,1680211275
491,grand gaube,-20.0064,57.6608,27.22,79,19,3.13,MU,1680211275
492,chiang kham,19.5233,100.3,23.79,39,9,0.83,TH,1680211275
493,moses lake,47.1301,-119.2781,14.38,35,100,4.12,US,1680211275
494,barabinsk,55.3571,78.357,-9.67,91,11,3.55,RU,1680211275
495,ostersund,63.1792,14.6357,-7.75,62,63,0.51,SE,1680211275
496,jipijapa,-1.3333,-80.5833,26.72,74,89,4.09,EC,1680211276
497,lethem,3.3803,-59.7968,33.36,42,73,3.97,GY,1680211276
498,salamiyah,35.0113,37.0532,5.32,51,10,5.5,SY,1680211276
499,touros,-5.1989,-35.4608,26.57,78,69,5.18,BR,1680211276
500,qasigiannguit,68.8193,-51.1922,-14.86,88,4,0.71,GL,1680211276
501,ilhabela,-23.7781,-45.3581,25.13,90,93,0.76,BR,1680211276
502,paragominas,-2.9667,-47.4833,24.33,94,100,0.51,BR,1680211276
503,pasan,22.85,82.2,23.16,52,87,1.51,IN,1680211276
504,dalbandin,28.8947,64.4101,19.72,40,0,1.31,PK,1680211276
505,melita,49.2681,-100.9967,-1.92,81,32,2.31,CA,1680211276
506,kasungu,-13.0333,33.4833,17.66,98,98,1.57,MW,1680211277
507,bonavista,48.6499,-53.1147,0.68,80,27,4.03,CA,1680211277
508,boa vista,2.8197,-60.6733,31.99,48,75,4.63,BR,1680211277
509,saint anthony,45.0205,-93.218,2.94,65,100,5.14,US,1680211107
510,tazmalt,36.3868,4.3989,17.55,62,34,1.74,DZ,1680211277
511,athabasca,54.7169,-113.2854,0.23,79,100,4.18,CA,1680211277
512,ponta delgada,37.7333,-25.6667,16.4,100,75,4.12,PT,1680211277
513,purificacion,3.8587,-74.9313,33.4,44,38,0.87,CO,1680211277
514,mandalgovi,45.7625,106.2708,6.41,21,44,8.08,MN,1680211277
515,verkhnyaya inta,65.9811,60.3094,-6.09,79,100,3.73,RU,1680211277
516,setermoen,68.861,18.3486,-1.02,91,100,3.13,NO,1680211277
517,ormara,25.2088,64.6357,24.87,73,32,6.84,PK,1680211278
518,saint-georges,12.0564,-61.7485,27.82,69,20,9.77,GD,1680211278
519,baghdad,33.3406,44.4009,14.95,55,0,3.09,IQ,1680211278
520,pochutla,15.7432,-96.4661,32.12,49,37,3.61,MX,1680211278
521,aswan,24.0934,32.907,18.11,28,2,8.4,EG,1680211278
522,maholi,27.6667,80.4667,24.14,42,100,3.79,IN,1680211278
523,balikpapan,-1.2675,116.8289,25.55,89,20,1.03,ID,1680211045
524,sokoni,-6.4333,39.55,27.8,75,4,4.09,TZ,1680211278
525,paamiut,61.994,-49.6678,-6.89,74,8,6.05,GL,1680211278
526,haines junction,60.7522,-137.5108,-2.03,59,100,1.03,CA,1680211278
527,ondjiva,-17.0667,15.7333,21.02,83,48,0.0,AO,1680211278
528,argelia,2.2556,-77.2488,20.2,96,97,1.68,CO,1680211279
529,kungurtug,50.5994,97.5228,-3.96,90,77,2.3,RU,1680211279
530,guanaja,16.4,-85.9,26.46,79,10,9.28,HN,1680211087
531,vestmannaeyjar,63.4427,-20.2734,5.0,89,100,1.36,IS,1680211279
532,palasa,18.7667,84.4167,24.68,97,37,2.03,IN,1680211279
533,marsabit,2.3284,37.9899,21.63,60,30,2.38,KE,1680211279
534,ulaangom,49.9811,92.0667,-3.58,63,99,9.63,MN,1680211279
535,trincomalee,8.5711,81.2335,25.23,81,21,3.0,LK,1680211279
536,sola,-13.8833,167.55,27.85,72,52,2.84,VU,1680211279
537,nome,64.5011,-165.4064,0.09,93,100,3.6,US,1680211179
538,plouzane,48.3833,-4.6167,12.18,87,100,15.95,FR,1680211279
539,salo,45.6086,10.531,14.73,83,60,1.36,IT,1680211279
540,baoshan,46.5586,131.4244,1.36,43,0,1.87,CN,1680211280
541,hamilton,39.1834,-84.5333,17.27,36,0,4.12,US,1680211262
542,taos,36.4072,-105.5731,17.22,13,20,11.83,US,1680211280
543,joaquim gomes,-9.1373,-35.7519,27.14,77,0,2.76,BR,1680211280
544,minab,27.1467,57.0801,21.74,70,1,1.12,IR,1680211280
545,ajdabiya,30.7554,20.2263,15.51,60,0,5.73,LY,1680211280
546,cananeia,-25.0147,-47.9267,25.9,85,48,2.41,BR,1680211280
547,marsa matruh,31.3525,27.2453,14.79,54,1,6.17,EG,1680211280
548,gornyy,55.1153,83.9059,-7.44,90,85,5.2,RU,1680211280
549,fez,34.0372,-4.9998,18.14,48,0,3.6,MA,1680211145
550,labrea,-7.2586,-64.7981,26.04,92,56,1.98,BR,1680211281
551,salalah,17.0151,54.0924,27.05,61,0,2.06,OM,1680211281
552,liku,-0.7275,119.8922,23.83,95,100,1.13,ID,1680211281
553,saint-raymond,45.467,-73.6095,1.16,42,20,10.29,CA,1680211281
554,iida,35.5197,137.8207,5.02,96,100,1.26,JP,1680211281
555,tra vinh,9.9347,106.3453,23.88,87,83,1.25,VN,1680211281
556,birao,10.2849,22.7882,28.83,15,52,3.84,CF,1680211281
557,whyalla,-33.0333,137.5833,16.6,72,100,3.21,AU,1680211281
558,half moon bay,37.4636,-122.4286,15.61,67,40,5.66,US,1680211281
559,preobrazheniye,42.9019,133.9064,4.17,52,0,2.23,RU,1680211281
560,kloulklubed,7.0419,134.2556,28.32,70,57,1.8,PW,1680211282
561,harper,4.375,-7.7169,25.44,89,100,1.49,LR,1680211282
562,tongren,27.7172,109.1853,13.31,87,66,0.96,CN,1680211282
563,kalmar,56.6616,16.3616,2.96,100,100,3.09,SE,1680211282
564,huilong,31.8111,121.655,11.07,78,98,2.47,CN,1680211282
565,tambacounda,13.7539,-13.7586,34.03,27,0,1.03,SN,1680211282
566,joensuu,62.6012,29.7632,-7.73,86,0,1.79,FI,1680211282
567,hovd,48.0056,91.6419,1.51,44,0,3.54,MN,1680211282
568,ketchikan,55.3422,-131.6461,6.26,75,100,4.12,US,1680211282
569,mumford,5.2618,-0.759,27.17,85,100,5.0,GH,1680211085
570,lebork,54.5392,17.7501,10.82,95,100,4.73,PL,1680211282
571,conde,-7.2597,-34.9075,25.7,83,0,3.6,BR,1680211283
572,ust-tsilma,65.441,52.1498,0.8,94,100,4.84,RU,1680211283
573,san luis,-33.295,-66.3356,26.55,38,1,1.79,AR,1680211101
574,safaga,26.7292,33.9365,16.74,42,0,2.88,EG,1680211283
